origin: C1N(C)CCN(C)CC2, cl: C1CN(C)CCN(C)CCN(CCN(CCN(CCN1C)C)C)C)C, target: C1N(C)CCN(C)CCN(C)C1
origin: CC1(C)[N+](C)(C)CCC(C)CCCC1, cl: C([N+]1(CC(C)CC(C1)C)C)C, target: CC1(C)[N+](CC)(C)C(C)(C)CCC1
origin: CCN(C(C)C)CCOCCCCC1, cl: C(C)(C)N(CC)C(C)C, target: CCN(C(C)C)C(C)C
origin: [C@H]1(C)(C)CCCC2CCC1, cl: C[C@H]1CCC[N+]2(C1)CCCCC2, target: [C@H]1(C)[N+](CC)(CC)[C@@H](C)CCC1
origin: C[N+]1(C)CCCCC2C3CC2C(C2)C(C)CC1, cl: C1C(C)CC(C)C[N+]1(C)CC, target: C[N+]1(C)CC(C)CC(C)C1
origin: CC(C)N(C(C)C)CC2, cl: C(N(C(C)C)CC)C, target: CC(C)N(C(C)C)CC
origin: CC(C)N(CCCC1)CCCCCCCC1, cl: C(N(C(C)C(O)c1ccccc1)C)C, target: CC(C)N(CC)C(C)C
origin: CC1C[N+](C)(C)CCCCC1, cl: C1C(C)C[N+](C)(CC1C)C, target: CC1C[N+](C)(C)CC(C)C1
origin: C(C)N(C(C)CC2)(C)CCCC1, cl: CCN(C(C)C)CC, target: C(C)N(C(C)C)C(C)C
origin: CC1CC(C)CCCC1, cl: C1(C)CC(C)C[N+](C)(C1)C, target: CC1CC(C)C[N+](C)(C)C1
origin: [N+](CC)(C)CCCCC1, cl: C([N+](CC)(C)C)C, target: [N+](CC)(CC)(CC)CC
origin: N(C(C)C)(C)CCCCC2CCCC[n+]1ccccc1, cl: C(N(CC)C(C)C)(C)C, target: N(C(C)C)(CC)C(C)C
origin: CCN(C(C)C)CC1, cl: N(C(C)C)(C)C, target: CCN(C(C)C)C(C)C
origin: C1[NH2+]C(CCCCCCCCCCCCC)c1)CC, cl: C1[C@H](C)C2CC3CC(CC1C3)(C2)[N+](C)(C)C, target: C1[NH2+]C[C@@H](C)C[C@@H]1C
origin: [C@@H]1(C)(C)CC(C)CCCCC2, cl: [NH2+]1[CHC(C)CCCC1C, target: [C@@H]1(C)CCC[C@H](C)[NH2+]1
origin: C[N+]1(C)CCCC2(C)CC1C2, cl: [N+]1(C)(CCCCC1)C, target: C[N+]1(C)C(C)CCCC1C
origin: C1(C)[N+](CC)(C)CCCCC1, cl: C1CC(C)[N+](CC)(CC)CC1C, target: C1(C)[N+](CC)(CC)C(C)CCC1
origin: CC[N+]1(C)CCCCC1, cl: CC[N+]1(CC(CC(C1)C)C)C, target: CC[N+]1(C)C(C)CCCC1C
origin: c1cn(C)c[n+](C)cc1, cl: c1[n+](CC)ccn1C, target: c1cn(C)c[n+]1CC
origin: CC1C[N+](C)(C)CC1C2CCCCC2, cl: C1(C)C[N+](C)(CC(C)C1)C, target: CC1C[N+](C)(C)CC(C)C1
origin: C(CN)NCCN(C)CCCC1, cl: C(CNCCN)NCCN, target: C(CN)NCCNCCN
origin: C(CCNCCN)CCCCCCCCCCCC[N+](C)(C)C, cl: NCCNCCCNCCN, target: C(CCNCCN)NCCN
origin: C1CN[C@@HC(C)(C)CC1C2)CC2, cl: N1CCN[C@@CCOCCOCCOCCOCCN1CCOCCOCC2, target: C1CN[C@@H](C)CC(C)(C)NCCN[C@@H](C)CC(C)(C)N1
origin: C1[C@H](C)(C)(C)CC2C2CCCC1, cl: N1CCNC(C)CC(C)(C)NCCNC(C)CC(C)N1, target: C1[C@H](C)NCCNC(C)(C)C[C@H](C)NCCNC1(C)C
origin: C1[C@@H](CC)(CCCCC2)C1, cl: C[C@H]1C[N+](C)(CC1C)C, target: C1[C@@H](C)C[C@@H](C)C[N+]1(C)C
origin: [N+]1(C)(C(C)C)C(CCCC2)CCCC1, cl: [N+]1(C)(CCCC2CCCCC2C1)C, target: [N+]1(C)(C)C[C@@H](C)C[C@H](C)C1
origin: C1C(C)C[N+](C)(C)CC(C)CC1C1, cl: CC1CC(C)C[N+](C)(C)C1, target: C1C(C)C[N+](C)(C)CC1C
origin: CC[N+]1(C)CCCC(C)CC(C)C1, cl: C1(C)[N+](C(C)CCC1)(CC)CC, target: CC[N+]1(CC)C(C)CCCC1C
origin: C[N+]1(C)CCCCC1, cl: C1CCC2CCCCC2[N+](C)(CC)C1, target: C[N+]1(C)C2CCCC1CCC2
origin: C(C)[N+]1(C)CCCC1, cl: C1C(C)[N+](CC)(C(CC1)C)CC, target: C(C)[N+]1(CC)C(C)CCCC1C
origin: C1(C)C[N+]1(C)(C)CC2CC1, cl: C[N+]1(C)CC(CC(C)C1)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: CC[P+](CCCCCCCC[n+](C)cc1)C, cl: C(C)[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1(C)[N+]2(CCCCCCCC2)CC2, cl: C1C(C)[N+](C(C)CCC1)(CC)CC, target: C1(C)[N+](C)(C)C(C)CCC1
origin: CC[N+]1(CC)CCCCCCC1, cl: CC[N+]1(CC)C2C(C)(C)C(C2CC1)C, target: CC[N+]1(C)C(C)(C)CCCC1(C)C
origin: C([N+]1(C)CCCCC2)CC1, cl: C1C(C)[N+](CC)(CC)C(CC1)C, target: C([N+]1(CC)C(C)CCCC1C)C
origin: C1C(C)[N+](C)(CC)CCCC1, cl: CC1[N+](CC)(C(C)CCC1)C, target: C1C(C)[N+](C)(C)C(C)CC1
origin: C1CCC2C(CCCCCCC[N+](C)(C)C)CC1, cl: C1(C)(C)C2C[N+](C)(C)C(C1)CC2, target: C1CCC2C(C)(C)C(C2)[N+]1(C)C
origin: CC1(C)CC2CC(CC1)CCN1C, cl: C12[N+](C)(C)C(C)CCCC1C, target: CC1(C)CC2[N+](C)(C)CC(C)(C1)C2
origin: C1(C)(C)CC(C)CCC1, cl: C[N+]1(C)CC(CC(C)C1)C, target: C1(C)(C)C2[N+](C)(C)CCCC1C2
origin: C1(C)C2C(CCCCC2)C[N+]1(C)CCCC2, cl: C1C[N+](CC)(C2C(C)(C)C(C1)CC2)C, target: C1(C)C2C(C)(C)C(C2)[N+](C)(C)CC1
origin: C(C)(N(CCCC)CC2)CCCCCC1, cl: CC(C)N(C(C)C)CC, target: C(C)(N(CC)C(C)C)C
origin: C(N(CC)C(C)CCCC1)CCCC[N+](CC)(C)C, cl: C(N(C(C)C)C(C)C)C, target: C(N(CC)C(C)C)(C)C
origin: C(C)(C)N(C)CCCC1, cl: C(C)(C)N(C(C)C)CC, target: C(C)(C)N(C(C)C)CC
origin: CCn1cc[n+](C)c1C, cl: C[n+]1ccn(c1C)C, target: CCn1cc[n+](C)c1
origin: CC(C)N(C(C)C)(C)CCCN1C, cl: CC(N(C(C)C)CC)C, target: CC(C)N(C(C)C)CC
origin: [P+](CC)(CC)CCCC1, cl: [P+](CC)(C)(C)CCCC[N+](C)(C)C, target: [P+](CC)(CC)(CC)CC
origin: CC1CC(C)CCC(C)[N+]2(CCCCCC2)CCC1, cl: C1[N+](C)(CC(C)CC1C)C, target: CC1CC(C)C[N+](C)(C)C1
origin: C1C(CC)[N+](CCCC(C)C)CCCC2, cl: C1C[N+](C)(CC(C)C1)C, target: C1C(CC)[N+](C)(C)CCC1
origin: C1CC(C)[N+](C)(C)CCC1, cl: C(C)[N+]1(CC)CC(C)(CCC1)C, target: C1CC(C)[N+](C)(CC)C(C)C1
origin: C1(C)CCCCC1CC2CC[N+]1(C)CCCCC1, cl: [N+]1(CC)(CC(CC(C)C1)C)CC, target: C1(C)CCCC(C)[N+]1(CC)CC
origin: C1CCC(C)[N+](C)(C)CC1, cl: CC1CCCC(C)[N+]1(CC)CC, target: C1CCC(C)[N+]2(CCCC2)C1C
origin: CC1(C)C=CC1CCCCCCC[N+]13CCCCCCC1, cl: CC1(C)C[N+](C)(CCC1)CC, target: CC1(C)C=CC(C)(C)C[N+](C)(C)C1
origin: CC[N+](CCCCCCCC[n+]1c(C)ccc2)c(C)c(C)n(C)cc1)c1, cl: CC[N+](CC)(C)C, target: CC[N+](CC)(CC)CC
origin: C(N(C(C)C)CC)(C)C, cl: CC(N(CC)C(C)C)C, target: C(N(C(C)C)CC)(C)C
origin: C(C)(C)N(C)CCCC1, cl: N(CC)(C(C)C)C(C)C, target: C(C)(C)N(CC)C(C)C
origin: C1CN(C)CCCC2C3, cl: N1(C)CCN(C)CCCN(CCN(C)CCC1)C, target: C1CN(C)CCN(C)CCN1C
origin: CN1CCN(C)CC2CCC[N+]1(C)CC(C)CC1, cl: C1N(C)CCN(C)CCCN(CCN(CC1)C)C, target: CN1CCN(C)CCN(C)CC1
origin: C1C[C@@H](C)(CCCCCCC2)CCCCC1, cl: C[C@H]1[N+](CC)(CC)CCCC1, target: C1C[C@@H](C)[N+](C)(C)[C@@H](C)C1
origin: C[N+]1(C)CCCCCCCCC1, cl: C1C[C@@H]2]=C[N+](CC)(CC)CCC2CC1, target: C[N+]1(C)[C@H](C)CCC[C@@H]1C
origin: C[C@H]1CC(C)(C)C(C)(C)C1, cl: [C@@H]1(C)CC2CCC1C1C2C[N+](C)(C)C1, target: C[C@H]1CCC[C@@H](C)[N+]1(C)C
origin: C[N+]1(C)CCC(C)CCCCC2, cl: C[C@H]1C[N+](C)(C)CC1, target: C[N+]1(C)C[C@H](C)C[C@H](C)C1
origin: [C@@H]1(C)CCCCCC2C3CCC1CCC1, cl: C1[N+](C)(C(C)CCC1)C, target: [C@@H]1(C)C[C@H](C)C[N+](C)(C)C1
origin: C[C@H]1C[N+](CC)(CC)CC1CCCCC2, cl: C1[N+](C)(CC2C1C1C=CC2C1)C, target: C[C@H]1C[C@@H](C)C[N+](C)(C)C1
origin: CC[P+](CCCCCCC[N+](C)(C)CCCCCCCC2)CC, cl: CC[P+](CC)(C)CC, target: CC[P+](CC)(CC)CC
origin: C[N+]1(C)CCC(C2)C1, cl: CC1C[N+](C)(CC(C1)C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1(C)C[N+](C)(C)CCCC2, cl: C[N+]1(C)CC(CC(C)C1)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: CC[N+](CC(C)C)(C)CCCC1, cl: C(C)[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: C[N+]1(C)CCCCC1, cl: C1(C)CC(C)C[N+](C1)(C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1C(C)CC(C)CC1C1, cl: C1[N+](C)(C)C(C)CCC1, target: C1C(C)CC(C)C[N+]1(C)C
origin: CC[P+](CCCCCCCCCCC[n+]1c(C)ccn1CCCCC2, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C(C)[P+](C)(C)CC2, cl: CC[P+](CC)(C)C, target: C(C)[P+](CC)(CC)CC
origin: C([P+](CC)(CC)CCCC[N+](CC)CCCCCCCCC1, cl: C(C)[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: C(C)[P+](CCCCCCC[n+](C)c1C, cl: C(C)[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: CC(N(C(C)C)CC)C(C)C, cl: C(C)N(C(C)C)C(C)C, target: CC(N(C(C)C)CC)C
origin: [C@H]1(C)CCC(C2)CC(C1)C1, cl: C[C@H]1C[N+](C)(CC1)C, target: [C@H]1(C)C[C@@H](C)C[NH2+]C1
origin: [C@H]1(C)CCC[N+](C)(C)CCCCCC1, cl: C1C[C@H](C2CCC1C2)[N+](C)(C)C, target: [C@H]1(C)CCC[C@@H](C)[NH2+]1
origin: CC(N(CC)CC)CCCCC1, cl: C(C)(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: CC(C)N(C(C)CC)c1, cl: CC(C)N(C(C)C)C(C)C, target: CC(C)N(C(C)C)CC
origin: C(C)(N(CCCC)CCCCCC)cc1, cl: CC(N(CC)C(C)C)C, target: C(C)(N(CC)C(C)C)C
origin: C1(C)C[N+](C)(C)CCCC1CCCC1, cl: C1(C)CC(C)C[N+](C)(C1)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: CC[N+](CC)(CC)(C)CCC1, cl: CC[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: CC[N+](CC)(CC)CCCCCCC1, cl: CC[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: CC(C)N(CCCCCC[N+]3(C)CCCC(C)CC2)CC1, cl: CC(C)N(C(C)C)CC, target: CC(C)N(CC)C(C)C
origin: C(N(C(C)CCCC4)CC)CCCC1, cl: CC(N(C(C)C)CC)C, target: C(N(C(C)C)C(C)C)C
origin: CC1(C)CCC[N+]1(C)CCCC(C)C2CC1C, cl: C1CCC(C)(C[N+]1(CC)C)C, target: CC1(C)CCCC(C)(C)[N+]1(CC)C
origin: C(N(C(C)C)CCCC)CCCCC, cl: CC(N(C(C)C)CC)C, target: C(N(C(C)C)CC)(C)C
origin: [C@@H]1(C)CC2CC(C2CC3CCCCC2)C1, cl: C1[C@H](C)C)C2CC3CC(CC(C3)C1)C2, target: [C@@H]1(C)CCC[C@H](C)[N+]1(CC)CC
origin: C1[N+](C)(CCC2)CC(C)C2, cl: C1C(C)C[N+](C)(CC1C)C, target: C1[N+](C)(C)CC(C)CC1C
origin: CC(C)N(C(C)C)C(C)C2, cl: CC(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: CCN(C(C)CCCC[N+](C)(C)C)CC, cl: CCN(C(C)C)CC, target: CCN(C(C)C)C(C)C
origin: CC1CC(C)CCCC[N+]12CCCCC1, cl: C[N+]1(C)CCC(C)CC1, target: CC1CC(C)C[N+](C)(C)C1
origin: C(C)N(C(C)CC2)CC1, cl: CC(N(C(C)C)CC)C, target: C(C)N(C(C)C)C(C)C
origin: CC1CC(C)CC2[N+]1(C)CCC[N+]1(CC)CCCCCC1, cl: CC1C[N+](CC)(CC)CCC1, target: CC1CC(C)C[N+](C)(C)C1
origin: CC[N+](CC)(CC)CCCC1, cl: C([N+](CC)(C)C)C, target: CC[N+](CC)(CC)CC
origin: CC(N(CC)C)CCCCC1, cl: N(CC)(C(C)C)C(C)C, target: CC(N(CC)C(C)C)C
origin: CCN(C(C)C)CC(C)CCCC1, cl: CCN(C(C)C)C(C)C, target: CCN(C(C)C)C(C)C
origin: C[C@@H]1C(C)(C)CC(C)CC1, cl: [C@@H]1(CCC[N+](CC)(C1)CC)(C)C, target: C[C@@H]1C[NH2+]C[C@@H](C)C1
origin: [NH2+]1[C+](C)(CCCCCC[N+](C)(CCC)C(C)CCC)CCCCC1, cl: C1[C@@H](-O)C2CCC1C[N+](CC)(CC)C2, target: [NH2+]1[C@H](C)CCC[C@@H]1C
origin: C[N+]1(C)CCC(C2)C1, cl: C[N+]1(C)CC(CC(C)C1)C, target: C[N+]1(C)C(C)CCCC1C
origin: CC[N+]1(C)CCC(C)CC1C, cl: C1CCC(C)[N+](C)(C1C)CC, target: CC[N+]1(CC)C(C)CCCC1C
origin: C[N+]1(CCCCCC3)CC2CC1CC3CC(C)C[N+](C)(C)C, cl: [N+]1(C)(CCCCC1)C, target: C[N+]1(CC)C(C)CCCC1C
origin: C(C)[n+]1c(C)n(C)ccc1, cl: Cn1c[n+](cc1)CC, target: C(C)[n+]1cn(C)cc1
origin: C[N+]1(C)CCCC2C2CCC1, cl: [N+]1(C)(CC(C)CC(C)C1)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C(CNCCN)N(C)CCCCCC1, cl: C(NCCNCCNCCN)CCN, target: C(CNCCN)NCCN
origin: C(CNCCCNCCCCCCCCCCC[N+](C)(C)C)cc1, cl: C(N)CNCCCN, target: C(CNCCCNCCN)N
origin: C1(C)(C)CCC(C)[N+](C)(C)CCN(C)C1, cl: C[C@@H]1N2CCC(C1)CC2, target: C1(C)(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NCCN1
origin: C[C@@H]1N(C)(CCCCCC2)CC2, cl: CC1(C)NCCNC(C)CC(C)NCCNC(C)CC(NC1)C, target: C[C@@H]1NCCNC(C)(C)C[C@H](C)NCCNC(C)(C)C1
origin: C[C@@H]1CC(CC(C)N(C)CCCC2)CCCC1, cl: C[N+]1(C)CC(CC(C)C1)C, target: C[C@@H]1C[N+](C)(C)C[C@H](C)C1
origin: C[C@@H]1C(CC(C)CC(C)CC2)CC1, cl: [C@@H]1(C2CC1C(C)CC[N+]2(CC)CC)C, target: C[C@@H]1C[N+](C)(C)C[C@@H](C)C1
origin: C[N+]1(C)CCCCC2, cl: C1[N+](C)(CC(CC1C)C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1CC(C)[N+](CC)(C)C1, cl: C1(C)CCCC([N+]1(CC)CC)C, target: C1CC(C)[N+](CC)(CC)C(C)C1
origin: C1CC2CCCCC[N+]1(C)CCCCC1, cl: C1CC2CCCC([N+]2(CC)CC)CC1, target: C1CC2CCCC(C1)[N+]2(C)C
origin: CC1CCCC(C)[N+](C)(C)C, cl: CC1CCCC(C)[N+]12CCCC2, target: CC1CCCC(C)[N+]1(CC)CC
origin: C1C(C)CC(C)C1, cl: C[N+]1(C)CC(CC(C)C1)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: CC[P+](CCCCCCCCCCCCCCCC[n+]2c(C)c(C)c(C)cc(C)n2C)ccn1C, cl: C([P+](CC)(C)CC)CCCC[N+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1CC(C)[N+](C)(CCCCC2)C1, cl: C[N+]1(C)C2CC(C2(C)C)C(CC1)C, target: C1CC(C)[N+](C)(C)C(C)C1
origin: C1C(C)(C)CC2(C)CC2, cl: CC[N+]1(CC)CC(C)CC(C=C1)(C)C, target: C1C(C)(C)[N+](CC)(C)C(C)(C)CC1
origin: [N+]1(CC)(CCCCCCC2)CCCC1, cl: C1CCC(C)[N+](C)(C)C1, target: [N+]1(CC)(CC)C(C)CCCC1C
origin: C1CC(C)[N+]1(CC)CC(C)CC1, cl: C1(C)[N+](C)(C(CCC1)C)CC, target: C1CC(C)[N+](C)(C)C(C)C1
origin: CC1(C)C2CC(C)CC1C2CCCCC1, cl: [N+]1(C)(C)CC(CC(C)C1)C, target: CC1(C)C2CC1CCC[N+]2(C)C
origin: C12[N+](C)(C)CCCCC2, cl: C1C(C)(C)C2CCC1(C[N+](C)(C2)C)C, target: C12[N+](C)(C)CC(C)(CC(C)(C)C1)C2
origin: C12C(C)(C)C1CCC1C2CCC1C3, cl: [N+]1(C)(C)CC2CC1C[N+](CC21)(C)C, target: C12C(C)(C)C(CCC[N+]1(C)C)C2
origin: C12CC(C(C)CC1)CC1C1, cl: C1C2C(C)(C)C1[N+](CCC2C)(CC)CC, target: C12CC(C(C)CC[N+]1(C)C)C2(C)C
origin: CC(C)N(C(C)C)CCCC1, cl: CC(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: C(N(C(C)C)C2)CCCCCCCC[n+](C)cccc2, cl: CC(N(CC)C(C)C)C, target: C(N(C(C)C)C(C)C)C
origin: CC(C)N(CCCC2)CC1, cl: CC(C)N(CC)C(C)C, target: CC(C)N(CC)C(C)C
origin: C[n+]1ccn(C)c1C, cl: n1(CC)c[n+](C)cc1, target: C[n+]1ccn(CC)c1
origin: CC(N(C(C)C)C)(C)C, cl: CC(C)N(CC)C(C)C, target: CC(N(C(C)C)CC)C
origin: CC[P+](CC(C)CCCCCCCCCCCCCC[n+]1c(C)c(C)c(C)c1C)n(C)cc1)c1, cl: C([P+](CC)(CC)CC)C, target: CC[P+](CC)(CC)CC
origin: C[N+]1(C)CCCCCCC2, cl: C1(C)CC(C)C[N+](C)(C)C1, target: C[N+]1(C)CC(C)CC(C)C1
origin: [N+]1(C)(C)CC(C)CC1C2, cl: C1CC[N+](CC1)(C)CCCCC[N+]1(CCCCC1)C, target: [N+]1(C)(C)C(CC)CCCC1
origin: C1(C)[N+]1(C)CCCCC[N+](C)(C)CC1, cl: C1(C)[N+](CC)(CC)C(CCC1)C, target: C1(C)[N+](C)(CC)C(C)CCC1
origin: C1(C)CCCC[N+](C)(C)C, cl: CC[N+]1(CC)CC(C)CC(C1)C, target: C1(C)CCCC(C)[N+]1(CC)CC
origin: C1C(C)[N+](C)(C)C, cl: C1C(C)[N+](CC)(CC)C(CC1)C, target: C1C(C)[N+]2(CCCC2)C(C)CC1
origin: C1(C)(C)CCCCC2, cl: C1=CC(C)(C[N+](C)(C)CC1C)C, target: C1(C)(C)C=CC(C)(C)C[N+](C)(C)C1
origin: C(C)[N+](C)(C)CCCCC1, cl: CC[N+](CC)(CC)CC, target: C(C)[N+](CC)(CC)CC
origin: CC(N(CC)CCCC2)CCCCCCCC, cl: CC(C)N(CC)C(C)C, target: CC(N(CC)C(C)C)C
origin: C(C)(N(CCC)CCCC2)CCCC1, cl: CCN(C(C)C)C(C)C, target: C(C)(N(CC)C(C)C)C
origin: C1N(C)CCN(C)CC2, cl: C1CN(C)CCN(CCN(CCN(CCN(C)CCN(CC1)C)C)C)C, target: C1N(C)CCN(C)CCN(C)C1
origin: CN1CCN(C)CCCC1, cl: C1N(C)CCN(CCCN(C)CCN(CC1)C)C, target: CN1CCN(C)CCN(C)CC1
origin: C[N+]1(C)CCCCC2CCCCC1, cl: C1C[C@H](C2CCC1C2)[N+](C)(C)C, target: C[N+]1(C)[C@@H](C)CCC[C@H]1C
origin: [N+]1(C)(CCCCCC3)C1CC2CC1CC1CC2CC2CCC2C1, cl: C[C@H]1CCC[N+]1(CC)C, target: [N+]1(C)(C)[C@@H](C)CCC[C@H]1C
origin: C[C@H]1[N+](C)(CCCC)(C)CCCCCC1, cl: C[C@H]1CC[N+](C)(C)C1, target: C[C@H]1[N+](C)(C)[C@@H](C)CCC1
origin: C[C@@H]1CC2C(CCCC3CCC2)C1, cl: C[C@@H]1CCCC[N+]1(CC)C, target: C[C@@H]1C[N+](C)(C)C[C@H](C)C1
origin: [C@H]1(C)CCCCCCC(C)[N+](C)(C)CC2, cl: C[C@@H]1C2CC(C2(C)C)[N+](CC1)(CC)CC, target: [C@H]1(C)C[C@@H](C)C[N+](C)(C)C1
origin: [N+]1(C)(CC)CCCC2CC1, cl: C1[C@H](C)CC2C3C(C1C1C[N+](CC21)(CC)CC)CC, target: [N+]1(C)(C)C[C@@H](C)C[C@@H](C)C1
origin: C([P+](CC)(C)C)CCCCC[N+]1(C)CCCCCC1, cl: C([P+](CC)(CC)CC)C, target: C([P+](CC)(CC)CC)C
origin: C1[N+](C)(CCCCCC2)CCCCCCC1, cl: CC1C[N+](C)(C)CC(C1)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C1(C)CC(C)CCN(C)CCCC1, cl: C1(C)CC(C[N+](C1)(C)C)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C(C)[N+](C)(C)CC1, cl: C(C)[N+](CC)(CC)CC, target: C(C)[N+](CC)(CC)CC
origin: C[N+]1(C)CCCCC2CCCC[N+]1(C)CCCn1c(C)c1C, cl: CC1C[N+](CC)(C)CC(C)C1, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1C(C)C[N+](CC)(CC)CCCC2, cl: C1(C)C[N+](C)(C)CC(C)C1, target: C1C(C)C[N+](C)(C)CC1C
origin: C(C)[P+](C)(C)CC2, cl: C(C)[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: C([P+](CC)(CC)CCCC2)CCCC1, cl: C([P+](CC)(CC)CC)C, target: C([P+](CC)(CC)CC)C
origin: CC[P+](CCCCC[N+]1(C)CCCCC2)CC1, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C(C)[P+](CCCCCCCc1ccccc2)CC[N+](C)(C)C, cl: [P+](CC)(CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: CCN(C(C)C)CC(C)(C)C, cl: C(C)(C)N(CC)C(C)C, target: CCN(C(C)C)C(C)C
origin: C1[NH2+]C(CCCCCCCCCCCCCCCCCCCCCCCC[N+]2(C)CCCC)CCCCCCCCCCCCCCCCCCC1)CCC[N+](CC2CCCCC2)CCCC, cl: C[C@H]1C[N+](C)(CC1)CC, target: C1[NH2+]C[C@@H](C)C[C@H]1C
origin: C[C@H]1CC(C)(C)CC(C)(C)C2, cl: [C@H]1(C)CCCC(C)[N+]1(C)CC, target: C[C@H]1CCC[C@@H](C)[NH2+]1
origin: N(C(C)C)(C)CC1, cl: N(C(C)C)(CC)C(C)C, target: N(C(C)C)(CC)C(C)C
origin: N(C(C)C)(C)CCC1, cl: CC(N(CC)CC)C, target: N(C(C)C)(C(C)C)CC
origin: CC(N(C(C)C)CC2)CCC1, cl: CC(C)N(C(C)C)CC, target: CC(N(C(C)C)CC)C
origin: C1C(C)C[N+](CC(C)CCCC2)CCCC1, cl: CC1CC(C)C[N+](C)(C)C1, target: C1C(C)C[N+](C)(C)CC1C
origin: [N+](CC)(C)CCC(C)CCC1, cl: C([N+](CC)(C)C)C, target: [N+](CC)(CC)(CC)CC
origin: C(C)[N+](CC)(CCCCCCC2)CC, cl: [N+](CC)(C)(CC)C, target: C(C)[N+](CC)(CC)CC
origin: CC(C)N(C(C)CC)CCCC1, cl: CC(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: CC(N(CC)C)CC1, cl: CCN(C(C)C)C(C)C, target: CC(N(CC)C(C)C)C
origin: C1CC(C)(C)C1, cl: CC1(C)[N+](CC)(CC)C(CCC1)C, target: C1CC(C)(C)[N+](CC)(C)C(C)(C)C1
origin: CC(N(C(C)C)C)(C)C, cl: C(C)(N(CC)C(C)C)C, target: CC(N(C(C)C)CC)C
origin: CC[N+]1(C)CCCCCC2, cl: [N+]1(CC)(CC)CC(C)CC(C1)C, target: CC[N+]1(CC)[C@@H](C)CCC[C@H]1C
origin: C1(C)CC(C)[N+](CC)(CC)CCCC1, cl: C1[N+](C)(C(CCC1)C)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: CC(C)N(C(C)C)CC(C)CC1, cl: CC(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: N(CC)(C(CC)CC2)CC1, cl: C(C)(C)N(CCO)CCO, target: N(CC)(C(C)C)C(C)C
origin: C1C(C)CC(C)c1C, cl: C1[N+](C)(CCC1)CCCCC[N+]1(C)CCCC1, target: C1C(C)CC(C)C[N+]1(C)C
origin: C(N(C(C)CC)(C)C)CCCC1, cl: CC(N(C(C)C)CC)C, target: C(N(C(C)C)C(C)C)C
origin: C[N+]1(C)CC(C)CC2, cl: CC1CC(C)C[N+](CC)(CC)C1, target: C[N+]1(C)CC(C)CC(C)C1
origin: C([N+](CC)(CC)CCCC2)CC1, cl: CC[N+](CCO)(C)CCO, target: C([N+](CC)(CC)CC)C
origin: N(CC)(C(C)CCCCC1)CCCCCCCCC[n+]1ccccc1, cl: CC(N(CC)C(C)C)C, target: N(CC)(C(C)C)C(C)C
origin: C(C)(C)N(C)CCN(C)CCCC1, cl: N(CC)(C(C)C)C(C)C, target: C(C)(C)N(C(C)C)CC
origin: [NH2+]1C[N+](C)(C)CC1CC2CCCCC1, cl: C1[C@H](C)C2CC3CC(C2)CC1(C3)[N+](C)(C)C, target: [NH2+]1C[C@@H](C)C[C@H](C)C1
origin: C[C@@H]1C(CCCCCCC2)CCCC1, cl: C1[C@H](C)CC2C3C(C[N+](CC)(C3)CC)C1C1C[N+](CC21)(CC)CC, target: C[C@@H]1CCC[C@H](C)[NH2+]1
origin: C[N+]1(C)CCCCCCC2C1CCCCN1, cl: CC1[N+](CC)(C(C)CCC1)C, target: C[N+]1(C)C(C)CCCC1C
origin: C([N+]1(C)CCCC2)CCCCC1, cl: C1C(C)[N+](CC)(C2C(C)(C)C(C2)CC1)C, target: C([N+]1(CC)C(C)CCCC1C)C
